student_id,grade,subject,score,study_hours_per_day,attendance_percentage,passed,grade_letter
STU0092,Grade_9,History,98.1,6.1,95.0,True,A
STU0092,Grade_9,Computer_Science,80.6,6.1,95.0,True,A
STU0093,Grade_9,Math,70.2,5.3,81.2,True,B
STU0093,Grade_9,Science,77.3,5.3,81.2,True,B
STU0093,Grade_9,English,82.9,5.3,81.2,True,A
STU0093,Grade_9,History,93.9,5.3,81.2,True,A
STU0093,Grade_9,Computer_Science,83.2,5.3,81.2,True,A
STU0094,Grade_12,Math,80.2,6.3,79.4,True,A
STU0094,Grade_12,Science,85.2,6.3,79.4,True,A
STU0094,Grade_12,English,85.5,6.3,79.4,True,A
STU0094,Grade_12,History,91.2,6.3,79.4,True,A
STU0094,Grade_12,Computer_Science,95.7,6.3,79.4,True,A
STU0095,Grade_10,Math,58.1,2.2,63.8,True,C
STU0095,Grade_10,Science,47.1,2.2,63.8,True,D
STU0095,Grade_10,English,61.8,2.2,63.8,True,C
STU0095,Grade_10,History,68.3,2.2,63.8,True,B
STU0095,Grade_10,Computer_Science,62.9,2.2,63.8,True,C
STU0096,Grade_10,Math,81.3,8.0,95.3,True,A
STU0096,Grade_10,Science,91.9,8.0,95.3,True,A
STU0096,Grade_10,English,91.3,8.0,95.3,True,A
STU0096,Grade_10,History,100.0,8.0,95.3,True,A
STU0096,Grade_10,Computer_Science,88.6,8.0,95.3,True,A
STU0097,Grade_9,Math,95.6,6.9,94.0,True,A
STU0097,Grade_9,Science,90.2,6.9,94.0,True,A
STU0097,Grade_9,English,100.0,6.9,94.0,True,A
STU0097,Grade_9,History,100.0,6.9,94.0,True,A
STU0097,Grade_9,Computer_Science,100.0,6.9,94.0,True,A
STU0098,Grade_12,Math,74.8,7.0,91.1,True,B
STU0098,Grade_12,Science,81.2,7.0,91.1,True,A
STU0098,Grade_12,English,89.9,7.0,91.1,True,A
STU0098,Grade_12,History,96.9,7.0,91.1,True,A
STU0098,Grade_12,Computer_Science,83.0,7.0,91.1,True,A
STU0099,Grade_10,Math,78.8,6.5,96.7,True,B
STU0099,Grade_10,Science,83.3,6.5,96.7,True,A
STU0099,Grade_10,English,97.5,6.5,96.7,True,A
STU0099,Grade_10,History,92.6,6.5,96.7,True,A
STU0099,Grade_10,Computer_Science,85.8,6.5,96.7,True,A
STU0100,Grade_12,Math,80.0,6.5,79.7,True,A
STU0100,Grade_12,Science,90.1,6.5,79.7,True,A
STU0100,Grade_12,English,100.0,6.5,79.7,True,A
STU0100,Grade_12,History,100.0,6.5,79.7,True,A
STU0100,Grade_12,Computer_Science,89.7,6.5,79.7,True,A
STU0101,Grade_11,Math,83.2,5.8,66.4,True,A
STU0101,Grade_11,Science,76.2,5.8,66.4,True,B
STU0101,Grade_11,English,84.2,5.8,66.4,True,A
STU0101,Grade_11,History,96.8,5.8,66.4,True,A
STU0101,Grade_11,Computer_Science,88.5,5.8,66.4,True,A
STU0102,Grade_9,Math,91.3,6.8,63.4,True,A
STU0102,Grade_9,Science,87.2,6.8,63.4,True,A
STU0102,Grade_9,English,99.5,6.8,63.4,True,A
STU0102,Grade_9,History,100.0,6.8,63.4,True,A
STU0102,Grade_9,Computer_Science,94.7,6.8,63.4,True,A
STU0103,Grade_12,Math,58.0,1.6,93.8,True,C
STU0103,Grade_12,Science,71.5,1.6,93.8,True,B
STU0103,Grade_12,English,71.9,1.6,93.8,True,B
STU0103,Grade_12,History,72.9,1.6,93.8,True,B
STU0103,Grade_12,Computer_Science,76.5,1.6,93.8,True,B
STU0104,Grade_10,Math,48.7,2.8,78.3,True,D
STU0104,Grade_10,Science,61.7,2.8,78.3,True,C
STU0104,Grade_10,English,62.6,2.8,78.3,True,C
STU0104,Grade_10,History,59.2,2.8,78.3,True,C
STU0104,Grade_10,Computer_Science,53.2,2.8,78.3,True,C
STU0105,Grade_11,Math,57.0,5.1,69.0,True,C
STU0105,Grade_11,Science,72.1,5.1,69.0,True,B
STU0105,Grade_11,English,70.9,5.1,69.0,True,B
STU0105,Grade_11,History,74.8,5.1,69.0,True,B
STU0105,Grade_11,Computer_Science,71.4,5.1,69.0,True,B
STU0106,Grade_9,Math,63.1,2.6,91.5,True,C
STU0106,Grade_9,Science,66.5,2.6,91.5,True,B
STU0106,Grade_9,English,78.9,2.6,91.5,True,B
STU0106,Grade_9,History,89.3,2.6,91.5,True,A
STU0106,Grade_9,Computer_Science,,2.6,91.5,True,B
STU0107,Grade_9,Math,56.3,1.8,85.4,True,C
STU0107,Grade_9,Science,69.0,1.8,85.4,True,B
STU0107,Grade_9,English,71.7,1.8,85.4,True,B
STU0107,Grade_9,History,78.6,1.8,85.4,True,B
STU0107,Grade_9,Computer_Science,74.5,1.8,85.4,True,B
STU0108,Grade_9,Math,65.1,3.0,77.7,True,B
STU0108,Grade_9,Science,67.8,3.0,77.7,True,B
STU0108,Grade_9,English,71.2,3.0,77.7,True,B
STU0108,Grade_9,History,74.0,3.0,77.7,True,B
STU0108,Grade_9,Computer_Science,64.6,3.0,77.7,True,C
STU0109,Grade_9,Math,61.2,1.3,94.4,True,C
STU0109,Grade_9,Science,56.2,1.3,94.4,True,C
STU0109,Grade_9,English,60.2,1.3,94.4,True,C
STU0109,Grade_9,History,69.2,1.3,94.4,True,B
STU0109,Grade_9,Computer_Science,57.8,1.3,94.4,True,C
STU0110,Grade_12,Math,76.2,3.3,98.7,True,B
STU0110,Grade_12,Science,80.9,3.3,98.7,True,A
STU0110,Grade_12,English,83.0,3.3,98.7,True,A
STU0110,Grade_12,History,88.5,3.3,98.7,True,A
STU0110,Grade_12,Computer_Science,82.8,3.3,98.7,True,A
STU0111,Grade_11,Math,76.8,6.4,61.2,True,B
STU0111,Grade_11,Science,72.7,6.4,61.2,True,B
STU0111,Grade_11,English,86.8,6.4,61.2,True,A
STU0111,Grade_11,History,97.9,6.4,61.2,True,A
STU0111,Grade_11,Computer_Science,80.6,6.4,61.2,True,A
STU0112,Grade_12,Math,43.1,1.8,80.7,True,D
STU0112,Grade_12,Science,49.8,1.8,80.7,True,D
STU0112,Grade_12,English,55.5,1.8,80.7,True,C
STU0112,Grade_12,History,57.2,1.8,80.7,True,C
STU0112,Grade_12,Computer_Science,53.4,1.8,80.7,True,C
STU0113,Grade_12,Math,78.5,4.0,97.5,True,B
STU0113,Grade_12,Science,73.8,4.0,97.5,True,B
STU0113,Grade_12,English,77.4,4.0,97.5,True,B
STU0113,Grade_12,History,92.7,4.0,97.5,True,A
STU0113,Grade_12,Computer_Science,87.0,4.0,97.5,True,A
STU0114,Grade_10,Math,49.7,1.5,87.3,True,D
STU0114,Grade_10,Science,53.9,1.5,87.3,True,C
STU0114,Grade_10,English,65.6,1.5,87.3,True,B
STU0114,Grade_10,History,67.3,1.5,87.3,True,B
STU0114,Grade_10,Computer_Science,61.1,1.5,87.3,True,C
STU0115,Grade_11,Math,62.7,2.4,84.1,True,C
STU0115,Grade_11,Science,,2.4,84.1,True,B
STU0115,Grade_11,English,65.6,2.4,84.1,True,B
STU0115,Grade_11,History,70.4,2.4,84.1,True,B
STU0115,Grade_11,Computer_Science,69.2,2.4,84.1,True,B
STU0116,Grade_12,Math,64.0,3.9,74.0,True,C
STU0116,Grade_12,Science,67.5,3.9,74.0,True,B
STU0116,Grade_12,English,79.5,3.9,74.0,True,B
STU0116,Grade_12,History,80.6,3.9,74.0,True,A
STU0116,Grade_12,Computer_Science,66.5,3.9,74.0,True,B
STU0117,Grade_10,Math,82.5,7.4,80.0,True,A
STU0117,Grade_10,Science,82.0,7.4,80.0,True,A
STU0117,Grade_10,English,90.8,7.4,80.0,True,A
STU0117,Grade_10,History,100.0,7.4,80.0,True,A
STU0117,Grade_10,Computer_Science,99.2,7.4,80.0,True,A
STU0118,Grade_11,Math,88.5,6.1,97.2,True,A
STU0118,Grade_11,Science,90.6,6.1,97.2,True,A
STU0118,Grade_11,English,89.9,6.1,97.2,True,A
STU0118,Grade_11,History,100.0,6.1,97.2,True,A
STU0118,Grade_11,Computer_Science,92.2,6.1,97.2,True,A
STU0119,Grade_9,Math,92.9,6.5,74.5,True,A
STU0119,Grade_9,Science,86.7,6.5,74.5,True,A
STU0119,Grade_9,English,100.0,6.5,74.5,True,A
STU0119,Grade_9,History,100.0,6.5,74.5,True,A
STU0119,Grade_9,Computer_Science,92.2,6.5,74.5,True,A
STU0120,Grade_9,Math,60.4,3.2,60.6,True,C
STU0120,Grade_9,Science,69.8,3.2,60.6,True,B
STU0120,Grade_9,English,84.6,3.2,60.6,True,A
STU0120,Grade_9,History,84.1,3.2,60.6,True,A
STU0120,Grade_9,Computer_Science,77.3,3.2,60.6,True,B
STU0121,Grade_10,Math,59.3,3.9,79.3,True,C
STU0121,Grade_10,Science,66.0,3.9,79.3,True,B
STU0121,Grade_10,English,69.7,3.9,79.3,True,B
STU0121,Grade_10,History,84.6,3.9,79.3,True,A
STU0121,Grade_10,Computer_Science,68.8,3.9,79.3,True,B
STU0122,Grade_10,Math,67.6,2.0,78.4,True,B
STU0122,Grade_10,Science,71.9,2.0,78.4,True,B
STU0122,Grade_10,English,66.1,2.0,78.4,True,B
STU0122,Grade_10,History,70.9,2.0,78.4,True,B
STU0122,Grade_10,Computer_Science,72.6,2.0,78.4,True,B
STU0123,Grade_9,Math,77.3,4.4,83.8,True,B
STU0123,Grade_9,Science,75.0,4.4,83.8,True,B
STU0123,Grade_9,English,94.0,4.4,83.8,True,A
STU0123,Grade_9,History,89.6,4.4,83.8,True,A
STU0123,Grade_9,Computer_Science,89.9,4.4,83.8,True,A
STU0124,Grade_12,Math,55.5,1.2,63.2,True,C
STU0124,Grade_12,Science,69.6,1.2,63.2,True,B
STU0124,Grade_12,English,61.0,1.2,63.2,True,C
STU0124,Grade_12,History,67.0,1.2,63.2,True,B
STU0124,Grade_12,Computer_Science,58.3,1.2,63.2,True,C
STU0125,Grade_12,Math,50.7,1.1,65.6,True,C
STU0125,Grade_12,Science,59.4,1.1,65.6,True,C
STU0125,Grade_12,English,65.3,1.1,65.6,True,B
STU0125,Grade_12,History,68.0,1.1,65.6,True,B
STU0125,Grade_12,Computer_Science,55.4,1.1,65.6,True,C
STU0126,Grade_12,Math,76.2,3.5,74.2,True,B
STU0126,Grade_12,Science,78.6,3.5,74.2,True,B
STU0126,Grade_12,English,79.6,3.5,74.2,True,B
STU0126,Grade_12,History,83.3,3.5,74.2,True,A
STU0126,Grade_12,Computer_Science,88.3,3.5,74.2,True,A
STU0127,Grade_10,Math,55.5,1.8,84.1,True,C
STU0127,Grade_10,Science,52.9,1.8,84.1,True,C
STU0127,Grade_10,English,61.3,1.8,84.1,True,C
STU0127,Grade_10,History,62.1,1.8,84.1,True,C
STU0127,Grade_10,Computer_Science,56.0,1.8,84.1,True,C
STU0128,Grade_11,Math,73.9,4.6,76.8,True,B
STU0128,Grade_11,Science,64.9,4.6,76.8,True,C
STU0128,Grade_11,English,85.6,4.6,76.8,True,A
STU0128,Grade_11,History,81.3,4.6,76.8,True,A
STU0128,Grade_11,Computer_Science,80.7,4.6,76.8,True,A
STU0129,Grade_11,Math,92.7,7.9,92.3,True,A
STU0129,Grade_11,Science,92.6,7.9,92.3,True,A
STU0129,Grade_11,English,100.0,7.9,92.3,True,A
STU0129,Grade_11,History,100.0,7.9,92.3,True,A
STU0129,Grade_11,Computer_Science,100.0,7.9,92.3,True,A
STU0130,Grade_9,Math,52.0,1.0,72.5,True,C
STU0130,Grade_9,Science,63.0,1.0,72.5,True,C
STU0130,Grade_9,English,68.6,1.0,72.5,True,B
STU0130,Grade_9,History,79.1,1.0,72.5,True,B
STU0130,Grade_9,Computer_Science,65.9,1.0,72.5,True,B
STU0131,Grade_12,Math,61.9,5.9,61.6,True,C
STU0131,Grade_12,Science,69.8,5.9,61.6,True,B
STU0131,Grade_12,English,82.6,5.9,61.6,True,A
STU0131,Grade_12,History,81.5,5.9,61.6,True,A
STU0131,Grade_12,Computer_Science,83.0,5.9,61.6,True,A
STU0132,Grade_10,Math,41.9,1.3,65.1,True,D
STU0132,Grade_10,Science,48.4,1.3,65.1,True,D
STU0132,Grade_10,English,59.0,1.3,65.1,True,C
STU0132,Grade_10,History,60.6,1.3,65.1,True,C
STU0132,Grade_10,Computer_Science,55.5,1.3,65.1,True,C
STU0133,Grade_10,Math,79.6,6.9,86.1,True,B
STU0133,Grade_10,Science,90.6,6.9,86.1,True,A
STU0133,Grade_10,English,100.0,6.9,86.1,True,A
STU0133,Grade_10,History,100.0,6.9,86.1,True,A
STU0133,Grade_10,Computer_Science,92.6,6.9,86.1,True,A
STU0134,Grade_10,Math,65.8,2.4,67.3,True,B
STU0134,Grade_10,Science,58.5,2.4,67.3,True,C
STU0134,Grade_10,English,79.3,2.4,67.3,True,B
STU0134,Grade_10,History,77.5,2.4,67.3,True,B
STU0134,Grade_10,Computer_Science,73.6,2.4,67.3,True,B
STU0135,Grade_10,Math,73.1,4.2,99.7,True,B
STU0135,Grade_10,Science,79.1,4.2,99.7,True,B
STU0135,Grade_10,English,87.0,4.2,99.7,True,A
STU0135,Grade_10,History,93.1,4.2,99.7,True,A
STU0135,Grade_10,Computer_Science,75.8,4.2,99.7,True,B
STU0136,Grade_10,Math,83.6,6.7,98.2,True,A
STU0136,Grade_10,Science,78.4,6.7,98.2,True,B
STU0136,Grade_10,English,95.4,6.7,98.2,True,A
STU0136,Grade_10,History,92.8,6.7,98.2,True,A
STU0136,Grade_10,Computer_Science,83.6,6.7,98.2,True,A
STU0137,Grade_12,Math,61.1,2.2,92.9,True,C
STU0137,Grade_12,Science,60.7,2.2,92.9,True,C
STU0137,Grade_12,English,65.0,2.2,92.9,True,B
STU0137,Grade_12,History,63.1,2.2,92.9,True,C
STU0137,Grade_12,Computer_Science,69.9,2.2,92.9,True,B
STU0138,Grade_11,Math,62.5,2.2,82.4,True,C
STU0138,Grade_11,Science,65.3,2.2,82.4,True,B
STU0138,Grade_11,English,71.5,2.2,82.4,True,B
STU0138,Grade_11,History,89.2,2.2,82.4,True,A
STU0138,Grade_11,Computer_Science,69.2,2.2,82.4,True,B
STU0139,Grade_11,Math,83.3,4.8,65.1,True,A
STU0139,Grade_11,Science,78.0,4.8,65.1,True,B
STU0139,Grade_11,English,90.0,4.8,65.1,True,A
STU0139,Grade_11,History,94.6,4.8,65.1,True,A
STU0139,Grade_11,Computer_Science,79.6,4.8,65.1,True,B
STU0140,Grade_10,Math,81.3,6.1,80.6,True,A
STU0140,Grade_10,Science,90.1,6.1,80.6,True,A
STU0140,Grade_10,English,84.7,6.1,80.6,True,A
STU0140,Grade_10,History,88.0,6.1,80.6,True,A
STU0140,Grade_10,Computer_Science,85.5,6.1,80.6,True,A
STU0141,Grade_10,Math,58.7,3.8,86.2,True,C
STU0141,Grade_10,Science,65.5,3.8,86.2,True,B
STU0141,Grade_10,English,80.8,3.8,86.2,True,A
STU0141,Grade_10,History,78.6,3.8,86.2,True,B
STU0141,Grade_10,Computer_Science,71.6,3.8,86.2,True,B
STU0142,Grade_11,Math,65.9,2.0,95.7,True,B
STU0142,Grade_11,Science,74.9,2.0,95.7,True,B
STU0142,Grade_11,English,81.2,2.0,95.7,True,A
STU0142,Grade_11,History,91.2,2.0,95.7,True,A
STU0142,Grade_11,Computer_Science,74.1,2.0,95.7,True,B
STU0143,Grade_10,Math,81.6,7.7,82.2,True,A
STU0143,Grade_10,Science,77.5,7.7,82.2,True,B
STU0143,Grade_10,English,98.3,7.7,82.2,True,A
STU0143,Grade_10,History,96.2,7.7,82.2,True,A
STU0143,Grade_10,Computer_Science,91.0,7.7,82.2,True,A
STU0144,Grade_9,Math,78.1,3.4,85.2,True,B
STU0144,Grade_9,Science,75.6,3.4,85.2,True,B
STU0144,Grade_9,English,82.8,3.4,85.2,True,A
STU0144,Grade_9,History,90.8,3.4,85.2,True,A
STU0144,Grade_9,Computer_Science,79.8,3.4,85.2,True,B
STU0145,Grade_12,Math,66.7,3.4,86.7,True,B
STU0145,Grade_12,Science,66.5,3.4,86.7,True,B
STU0145,Grade_12,English,86.1,3.4,86.7,True,A
STU0145,Grade_12,History,83.4,3.4,86.7,True,A
STU0145,Grade_12,Computer_Science,69.5,3.4,86.7,True,B
STU0146,Grade_12,Math,68.0,4.0,62.5,True,B
STU0146,Grade_12,Science,80.3,4.0,62.5,True,A
STU0146,Grade_12,English,83.1,4.0,62.5,True,A
STU0146,Grade_12,History,95.0,4.0,62.5,True,A
STU0146,Grade_12,Computer_Science,86.2,4.0,62.5,True,A
STU0147,Grade_12,Math,78.4,3.6,87.9,True,B
STU0147,Grade_12,Science,79.3,3.6,87.9,True,B
STU0147,Grade_12,English,87.0,3.6,87.9,True,A
STU0147,Grade_12,History,98.2,3.6,87.9,True,A
STU0147,Grade_12,Computer_Science,89.3,3.6,87.9,True,A
STU0148,Grade_12,Math,84.1,7.9,96.3,True,A
STU0148,Grade_12,Science,90.4,7.9,96.3,True,A
STU0148,Grade_12,English,100.0,7.9,96.3,True,A
STU0148,Grade_12,History,100.0,7.9,96.3,True,A
STU0148,Grade_12,Computer_Science,100.0,7.9,96.3,True,A
STU0149,Grade_11,Math,79.0,7.1,86.7,True,B
STU0149,Grade_11,Science,90.0,7.1,86.7,True,A
STU0149,Grade_11,English,100.0,7.1,86.7,True,A
STU0149,Grade_11,History,100.0,7.1,86.7,True,A
STU0149,Grade_11,Computer_Science,89.0,7.1,86.7,True,A
STU0150,Grade_9,Math,81.6,4.7,68.3,True,A
STU0150,Grade_9,Science,84.7,4.7,68.3,True,A
STU0150,Grade_9,English,86.5,4.7,68.3,True,A
STU0150,Grade_9,History,94.4,4.7,68.3,True,A
STU0150,Grade_9,Computer_Science,78.0,4.7,68.3,True,B
STU0151,Grade_9,Math,55.9,3.5,92.7,True,C
STU0151,Grade_9,Science,70.0,3.5,92.7,True,B
STU0151,Grade_9,English,70.6,3.5,92.7,True,B
STU0151,Grade_9,History,75.2,3.5,92.7,True,B
STU0151,Grade_9,Computer_Science,77.9,3.5,92.7,True,B
STU0152,Grade_10,Math,74.6,2.1,88.4,True,B
STU0152,Grade_10,Science,63.9,2.1,88.4,True,C
STU0152,Grade_10,English,86.9,2.1,88.4,True,A
STU0152,Grade_10,History,86.0,2.1,88.4,True,A
STU0152,Grade_10,Computer_Science,67.9,2.1,88.4,True,B
STU0153,Grade_11,Math,78.5,5.5,89.8,True,B
STU0153,Grade_11,Science,82.0,5.5,89.8,True,A
STU0153,Grade_11,English,80.1,5.5,89.8,True,A
STU0153,Grade_11,History,87.4,5.5,89.8,True,A
STU0153,Grade_11,Computer_Science,79.6,5.5,89.8,True,B
STU0154,Grade_12,Math,87.0,7.6,91.0,True,A
STU0154,Grade_12,Science,97.7,7.6,91.0,True,A
STU0154,Grade_12,English,100.0,7.6,91.0,True,A
STU0154,Grade_12,History,100.0,7.6,91.0,True,A
STU0154,Grade_12,Computer_Science,100.0,7.6,91.0,True,A
STU0155,Grade_12,Math,73.7,5.4,67.5,True,B
STU0155,Grade_12,Science,76.2,5.4,67.5,True,B
STU0155,Grade_12,English,87.7,5.4,67.5,True,A
STU0155,Grade_12,History,88.1,5.4,67.5,True,A
STU0155,Grade_12,Computer_Science,87.7,5.4,67.5,True,A
STU0156,Grade_9,Math,84.2,5.7,85.7,True,A
STU0156,Grade_9,Science,84.5,5.7,85.7,True,A
STU0156,Grade_9,English,94.5,5.7,85.7,True,A
STU0156,Grade_9,History,,5.7,85.7,True,A
STU0156,Grade_9,Computer_Science,92.4,5.7,85.7,True,A
STU0157,Grade_12,Math,75.9,6.4,85.1,True,B
STU0157,Grade_12,Science,77.4,6.4,85.1,True,B
STU0157,Grade_12,English,84.3,6.4,85.1,True,A
STU0157,Grade_12,History,84.7,6.4,85.1,True,A
STU0157,Grade_12,Computer_Science,76.9,6.4,85.1,True,B
STU0158,Grade_10,Math,70.7,3.2,60.8,True,B
STU0158,Grade_10,Science,72.5,3.2,60.8,True,B
STU0158,Grade_10,English,76.3,3.2,60.8,True,B
STU0158,Grade_10,History,79.9,3.2,60.8,True,B
STU0158,Grade_10,Computer_Science,63.2,3.2,60.8,True,C
STU0159,Grade_11,Math,,3.1,84.8,True,B
STU0159,Grade_11,Science,70.9,3.1,84.8,True,B
STU0159,Grade_11,English,85.6,3.1,84.8,True,A
STU0159,Grade_11,History,90.7,3.1,84.8,True,A
STU0159,Grade_11,Computer_Science,69.0,3.1,84.8,True,B
STU0160,Grade_12,Math,65.1,4.2,98.2,True,B
STU0160,Grade_12,Science,71.0,4.2,98.2,True,B
STU0160,Grade_12,English,77.8,4.2,98.2,True,B
STU0160,Grade_12,History,93.4,4.2,98.2,True,A
STU0160,Grade_12,Computer_Science,71.8,4.2,98.2,True,B
STU0161,Grade_10,Math,82.5,6.1,72.7,True,A
STU0161,Grade_10,Science,88.9,6.1,72.7,True,A
STU0161,Grade_10,English,83.2,6.1,72.7,True,A
STU0161,Grade_10,History,91.2,6.1,72.7,True,A
STU0161,Grade_10,Computer_Science,79.2,6.1,72.7,True,B
STU0162,Grade_10,Math,76.8,7.1,76.6,True,B
STU0162,Grade_10,Science,90.3,7.1,76.6,True,A
STU0162,Grade_10,English,100.0,7.1,76.6,True,A
STU0162,Grade_10,History,100.0,7.1,76.6,True,A
STU0162,Grade_10,Computer_Science,100.0,7.1,76.6,True,A
STU0163,Grade_11,Math,74.1,3.3,99.5,True,B
STU0163,Grade_11,Science,80.5,3.3,99.5,True,A
STU0163,Grade_11,English,86.7,3.3,99.5,True,A
STU0163,Grade_11,History,83.4,3.3,99.5,True,A
STU0163,Grade_11,Computer_Science,75.8,3.3,99.5,True,B
STU0164,Grade_11,Math,54.9,2.4,76.9,True,C
STU0164,Grade_11,Science,50.8,2.4,76.9,True,C
STU0164,Grade_11,English,64.0,2.4,76.9,True,C
STU0164,Grade_11,History,73.8,2.4,76.9,True,B
STU0164,Grade_11,Computer_Science,60.3,2.4,76.9,True,C
STU0165,Grade_10,Math,86.4,7.0,66.5,True,A
STU0165,Grade_10,Science,90.5,7.0,66.5,True,A
STU0165,Grade_10,English,99.1,7.0,66.5,True,A
STU0165,Grade_10,History,100.0,7.0,66.5,True,A
STU0165,Grade_10,Computer_Science,91.2,7.0,66.5,True,A
STU0166,Grade_11,Math,86.6,6.8,71.6,True,A
STU0166,Grade_11,Science,86.4,6.8,71.6,True,A
STU0166,Grade_11,English,87.3,6.8,71.6,True,A
STU0166,Grade_11,History,96.5,6.8,71.6,True,A
STU0166,Grade_11,Computer_Science,89.2,6.8,71.6,True,A
STU0167,Grade_11,Math,76.0,5.9,79.7,True,B
STU0167,Grade_11,Science,76.3,5.9,79.7,True,B
STU0167,Grade_11,English,76.1,5.9,79.7,True,B
STU0167,Grade_11,History,82.1,5.9,79.7,True,A
STU0167,Grade_11,Computer_Science,76.7,5.9,79.7,True,B
STU0168,Grade_9,Math,83.4,5.7,77.6,True,A
STU0168,Grade_9,Science,90.5,5.7,77.6,True,A
STU0168,Grade_9,English,90.3,5.7,77.6,True,A
STU0168,Grade_9,History,100.0,5.7,77.6,True,A
STU0168,Grade_9,Computer_Science,97.2,5.7,77.6,True,A
STU0169,Grade_10,Math,60.8,3.0,67.1,True,C
STU0169,Grade_10,Science,54.7,3.0,67.1,True,C
STU0169,Grade_10,English,63.0,3.0,67.1,True,C
STU0169,Grade_10,History,60.8,3.0,67.1,True,C
STU0169,Grade_10,Computer_Science,51.5,3.0,67.1,True,C
STU0170,Grade_12,Math,59.6,2.2,83.3,True,C
STU0170,Grade_12,Science,58.9,2.2,83.3,True,C
STU0170,Grade_12,English,64.8,2.2,83.3,True,C
STU0170,Grade_12,History,70.1,2.2,83.3,True,B
STU0170,Grade_12,Computer_Science,54.6,2.2,83.3,True,C
STU0171,Grade_11,Math,90.1,7.0,92.8,True,A
STU0171,Grade_11,Science,89.1,7.0,92.8,True,A
STU0171,Grade_11,English,100.0,7.0,92.8,True,A
STU0171,Grade_11,History,100.0,7.0,92.8,True,A
STU0171,Grade_11,Computer_Science,95.3,7.0,92.8,True,A
STU0172,Grade_9,Math,76.5,5.8,66.8,True,B
STU0172,Grade_9,Science,78.5,5.8,66.8,True,B
STU0172,Grade_9,English,95.2,5.8,66.8,True,A
STU0172,Grade_9,History,91.8,5.8,66.8,True,A
STU0172,Grade_9,Computer_Science,91.5,5.8,66.8,True,A
STU0173,Grade_10,Math,59.9,1.9,73.8,True,C
STU0173,Grade_10,Science,60.1,1.9,73.8,True,C
STU0173,Grade_10,English,74.7,1.9,73.8,True,B
STU0173,Grade_10,History,71.1,1.9,73.8,True,B
STU0173,Grade_10,Computer_Science,63.5,1.9,73.8,True,C
STU0174,Grade_11,Math,56.3,2.3,64.4,True,C
STU0174,Grade_11,Science,64.9,2.3,64.4,True,C
STU0174,Grade_11,English,66.6,2.3,64.4,True,B
STU0174,Grade_11,History,61.8,2.3,64.4,True,C
STU0174,Grade_11,Computer_Science,63.6,2.3,64.4,True,C
STU0175,Grade_10,Math,64.2,1.9,96.0,True,C
STU0175,Grade_10,Science,76.4,1.9,96.0,True,B
STU0175,Grade_10,English,77.7,1.9,96.0,True,B
STU0175,Grade_10,History,88.3,1.9,96.0,True,A
STU0175,Grade_10,Computer_Science,68.5,1.9,96.0,True,B
STU0176,Grade_11,Math,59.3,2.8,62.8,True,C
STU0176,Grade_11,Science,58.8,2.8,62.8,True,C
STU0176,Grade_11,English,69.6,2.8,62.8,True,B
STU0176,Grade_11,History,76.4,2.8,62.8,True,B
STU0176,Grade_11,Computer_Science,61.4,2.8,62.8,True,C
STU0177,Grade_11,Math,61.4,3.5,70.9,True,C
STU0177,Grade_11,Science,76.9,3.5,70.9,True,B
STU0177,Grade_11,English,84.8,3.5,70.9,True,A
STU0177,Grade_11,History,91.4,3.5,70.9,True,A
STU0177,Grade_11,Computer_Science,74.3,3.5,70.9,True,B
STU0178,Grade_11,Math,64.9,4.9,93.3,True,C
STU0178,Grade_11,Science,71.1,4.9,93.3,True,B
STU0178,Grade_11,English,80.2,4.9,93.3,True,A
STU0178,Grade_11,History,85.9,4.9,93.3,True,A
STU0178,Grade_11,Computer_Science,82.6,4.9,93.3,True,A
STU0179,Grade_10,Math,59.3,1.6,86.7,True,C
STU0179,Grade_10,Science,62.8,1.6,86.7,True,C
STU0179,Grade_10,English,75.5,1.6,86.7,True,B
STU0179,Grade_10,History,87.8,1.6,86.7,True,A
STU0179,Grade_10,Computer_Science,73.1,1.6,86.7,True,B
STU0180,Grade_11,Math,83.3,4.8,74.9,True,A
STU0180,Grade_11,Science,79.1,4.8,74.9,True,B
STU0180,Grade_11,English,85.4,4.8,74.9,True,A
STU0180,Grade_11,History,93.6,4.8,74.9,True,A
STU0180,Grade_11,Computer_Science,92.3,4.8,74.9,True,A
STU0181,Grade_9,Math,60.6,4.7,62.0,True,C
STU0181,Grade_9,Science,61.4,4.7,62.0,True,C
STU0181,Grade_9,English,74.8,4.7,62.0,True,B
STU0181,Grade_9,History,71.3,4.7,62.0,True,B
STU0181,Grade_9,Computer_Science,71.0,4.7,62.0,True,B
STU0182,Grade_12,Math,74.8,8.0,83.7,True,B
STU0182,Grade_12,Science,81.1,8.0,83.7,True,A
STU0182,Grade_12,English,95.3,8.0,83.7,True,A
STU0182,Grade_12,History,,8.0,83.7,True,A
STU0182,Grade_12,Computer_Science,97.2,8.0,83.7,True,A
STU0183,Grade_12,Math,59.6,2.5,84.2,True,C
STU0183,Grade_12,Science,54.8,2.5,84.2,True,C
STU0183,Grade_12,English,69.7,2.5,84.2,True,B
STU0183,Grade_12,History,78.4,2.5,84.2,True,B
STU0183,Grade_12,Computer_Science,59.3,2.5,84.2,True,C
STU0184,Grade_12,Math,45.2,2.8,62.8,True,D
STU0184,Grade_12,Science,54.9,2.8,62.8,True,C
